"FiltroId","CamadaId","Filtro","Titulo","Tipo","TextoBase"
"20026","5","Chondrichthyes","Guia de Chondrichthyes","Texto introdutorio","Chondrichthyes apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20027","5","Osteichthyes","Guia de Osteichthyes","Texto introdutorio","Osteichthyes pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20087","5","Classe Amphibia","Guia de Classe Amphibia","Texto introdutorio","Classe Amphibia ajuda a mostrar a diversidade dos anfibios. Fale sobre ciclo de vida, dependencia de umidade, vocalizacao, defesa e exemplos de especies."
"20110","5","Classe Reptilia","Guia de Classe Reptilia","Texto introdutorio","Classe Reptilia deve destacar adaptacoes dos repteis, como escamas, reproducao, locomocao, dieta e relacao com ambientes terrestres ou aquaticos."
"20132","5","Classe Aves","Guia de Classe Aves","Texto introdutorio","Classe Aves pode explorar bicos, penas, voo, alimentacao, comportamento e exemplos de aves brasileiras ou facilmente reconhecidas."
"20145","5","Classe Mammalia","Guia de Classe Mammalia","Texto introdutorio","Classe Mammalia introduz um ramo dos mamiferos. Aborde pelos, reproducao, alimentacao, comportamento social, habitat e especies representativas."
"20028","6","Elasmobranchii","Guia de Elasmobranchii","Resumo visual","Elasmobranchii apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20029","6","Holocephali","Guia de Holocephali","Resumo visual","Holocephali apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20046","6","Actinopterygii","Guia de Actinopterygii","Resumo visual","Actinopterygii pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20047","6","Sarcopterygii","Guia de Sarcopterygii","Resumo visual","Sarcopterygii pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20088","6","Lissamphibia","Guia de Lissamphibia","Resumo visual","Lissamphibia ajuda a mostrar a diversidade dos anfibios. Fale sobre ciclo de vida, dependencia de umidade, vocalizacao, defesa e exemplos de especies."
"20111","6","Diapsida","Guia de Diapsida","Resumo visual","Diapsida deve destacar adaptacoes dos repteis, como escamas, reproducao, locomocao, dieta e relacao com ambientes terrestres ou aquaticos."
"20112","6","Anapsida","Guia de Anapsida","Resumo visual","Anapsida deve destacar adaptacoes dos repteis, como escamas, reproducao, locomocao, dieta e relacao com ambientes terrestres ou aquaticos."
"20133","6","Neornithes","Guia de Neornithes","Resumo visual","Neornithes pode explorar bicos, penas, voo, alimentacao, comportamento e exemplos de aves brasileiras ou facilmente reconhecidas."
"20146","6","Prototheria","Guia de Prototheria","Resumo visual","Prototheria introduz um ramo dos mamiferos. Aborde pelos, reproducao, alimentacao, comportamento social, habitat e especies representativas."
"20147","6","Theria","Guia de Theria","Resumo visual","Theria introduz um ramo dos mamiferos. Aborde pelos, reproducao, alimentacao, comportamento social, habitat e especies representativas."
"20030","7","Selachii","Guia de Selachii","Guia rapido","Selachii apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20031","7","Batoidea","Guia de Batoidea","Guia rapido","Batoidea apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20032","7","Quimeras","Guia de Quimeras","Guia rapido","Quimeras apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20048","7","Cladistia","Guia de Cladistia","Guia rapido","Cladistia pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20049","7","Chondrostei","Guia de Chondrostei","Guia rapido","Chondrostei pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20050","7","Neopterygii","Guia de Neopterygii","Guia rapido","Neopterygii pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20061","7","Coelacanthiformes","Guia de Coelacanthiformes","Guia rapido","Coelacanthiformes pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20062","7","Ceratodontiformes","Guia de Ceratodontiformes","Guia rapido","Ceratodontiformes pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20089","7","Anura","Guia de Anura","Guia rapido","Anura ajuda a mostrar a diversidade dos anfibios. Fale sobre ciclo de vida, dependencia de umidade, vocalizacao, defesa e exemplos de especies."
"20090","7","Caudata","Guia de Caudata","Guia rapido","Caudata ajuda a mostrar a diversidade dos anfibios. Fale sobre ciclo de vida, dependencia de umidade, vocalizacao, defesa e exemplos de especies."
"20091","7","Gymnophiona","Guia de Gymnophiona","Guia rapido","Gymnophiona ajuda a mostrar a diversidade dos anfibios. Fale sobre ciclo de vida, dependencia de umidade, vocalizacao, defesa e exemplos de especies."
"20113","7","Testudines","Guia de Testudines","Guia rapido","Testudines deve destacar adaptacoes dos repteis, como escamas, reproducao, locomocao, dieta e relacao com ambientes terrestres ou aquaticos."
"20114","7","Squamata","Guia de Squamata","Guia rapido","Squamata deve destacar adaptacoes dos repteis, como escamas, reproducao, locomocao, dieta e relacao com ambientes terrestres ou aquaticos."
"20115","7","Crocodylia","Guia de Crocodylia","Guia rapido","Crocodylia deve destacar adaptacoes dos repteis, como escamas, reproducao, locomocao, dieta e relacao com ambientes terrestres ou aquaticos."
"20134","7","Palaeognathae","Guia de Palaeognathae","Guia rapido","Palaeognathae pode explorar bicos, penas, voo, alimentacao, comportamento e exemplos de aves brasileiras ou facilmente reconhecidas."
"20135","7","Neognathae","Guia de Neognathae","Guia rapido","Neognathae pode explorar bicos, penas, voo, alimentacao, comportamento e exemplos de aves brasileiras ou facilmente reconhecidas."
"20136","7","Tinamidae","Guia de Tinamidae","Guia rapido","Tinamidae pode explorar bicos, penas, voo, alimentacao, comportamento e exemplos de aves brasileiras ou facilmente reconhecidas."
"20148","7","Metatheria","Guia de Metatheria","Guia rapido","Metatheria introduz um ramo dos mamiferos. Aborde pelos, reproducao, alimentacao, comportamento social, habitat e especies representativas."
"20149","7","Eutheria","Guia de Eutheria","Guia rapido","Eutheria introduz um ramo dos mamiferos. Aborde pelos, reproducao, alimentacao, comportamento social, habitat e especies representativas."
"20033","8","Carcharhiniformes","Guia de Carcharhiniformes","Video ou imagem","Carcharhiniformes apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20034","8","Lamniformes","Guia de Lamniformes","Video ou imagem","Lamniformes apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20035","8","Squaliformes","Guia de Squaliformes","Video ou imagem","Squaliformes apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20036","8","Orectolobiformes","Guia de Orectolobiformes","Video ou imagem","Orectolobiformes apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20037","8","Heterodontiformes","Guia de Heterodontiformes","Video ou imagem","Heterodontiformes apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20038","8","Hexanchiformes","Guia de Hexanchiformes","Video ou imagem","Hexanchiformes apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20039","8","Pristiophoriformes","Guia de Pristiophoriformes","Video ou imagem","Pristiophoriformes apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20040","8","Squatiniformes","Guia de Squatiniformes","Video ou imagem","Squatiniformes apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20041","8","Myliobatiformes","Guia de Myliobatiformes","Video ou imagem","Myliobatiformes apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20042","8","Rajiformes","Guia de Rajiformes","Video ou imagem","Rajiformes apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20043","8","Rhinopristiformes","Guia de Rhinopristiformes","Video ou imagem","Rhinopristiformes apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20044","8","Torpediniformes","Guia de Torpediniformes","Video ou imagem","Torpediniformes apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20045","8","Chimaeriformes","Guia de Chimaeriformes","Video ou imagem","Chimaeriformes apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20051","8","Perciformes","Guia de Perciformes","Video ou imagem","Perciformes pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20052","8","Siluriformes","Guia de Siluriformes","Video ou imagem","Siluriformes pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20053","8","Characiformes","Guia de Characiformes","Video ou imagem","Characiformes pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20054","8","Cypriniformes","Guia de Cypriniformes","Video ou imagem","Cypriniformes pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20055","8","Clupeiformes","Guia de Clupeiformes","Video ou imagem","Clupeiformes pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20056","8","Salmoniformes","Guia de Salmoniformes","Video ou imagem","Salmoniformes pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20057","8","Gymnotiformes","Guia de Gymnotiformes","Video ou imagem","Gymnotiformes pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20058","8","Pleuronectiformes","Guia de Pleuronectiformes","Video ou imagem","Pleuronectiformes pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20059","8","Syngnathiformes","Guia de Syngnathiformes","Video ou imagem","Syngnathiformes pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20060","8","Tetraodontiformes","Guia de Tetraodontiformes","Video ou imagem","Tetraodontiformes pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20092","8","Bufonidae","Guia de Bufonidae","Video ou imagem","Bufonidae ajuda a mostrar a diversidade dos anfibios. Fale sobre ciclo de vida, dependencia de umidade, vocalizacao, defesa e exemplos de especies."
"20093","8","Hylidae","Guia de Hylidae","Video ou imagem","Hylidae ajuda a mostrar a diversidade dos anfibios. Fale sobre ciclo de vida, dependencia de umidade, vocalizacao, defesa e exemplos de especies."
"20094","8","Leptodactylidae","Guia de Leptodactylidae","Video ou imagem","Leptodactylidae ajuda a mostrar a diversidade dos anfibios. Fale sobre ciclo de vida, dependencia de umidade, vocalizacao, defesa e exemplos de especies."
"20095","8","Dendrobatidae","Guia de Dendrobatidae","Video ou imagem","Dendrobatidae ajuda a mostrar a diversidade dos anfibios. Fale sobre ciclo de vida, dependencia de umidade, vocalizacao, defesa e exemplos de especies."
"20096","8","Pipidae","Guia de Pipidae","Video ou imagem","Pipidae ajuda a mostrar a diversidade dos anfibios. Fale sobre ciclo de vida, dependencia de umidade, vocalizacao, defesa e exemplos de especies."
"20097","8","Centrolenidae","Guia de Centrolenidae","Video ou imagem","Centrolenidae ajuda a mostrar a diversidade dos anfibios. Fale sobre ciclo de vida, dependencia de umidade, vocalizacao, defesa e exemplos de especies."
"20098","8","Microhylidae","Guia de Microhylidae","Video ou imagem","Microhylidae ajuda a mostrar a diversidade dos anfibios. Fale sobre ciclo de vida, dependencia de umidade, vocalizacao, defesa e exemplos de especies."
"20099","8","Salamandridae","Guia de Salamandridae","Video ou imagem","Salamandridae ajuda a mostrar a diversidade dos anfibios. Fale sobre ciclo de vida, dependencia de umidade, vocalizacao, defesa e exemplos de especies."
"20100","8","Plethodontidae","Guia de Plethodontidae","Video ou imagem","Plethodontidae ajuda a mostrar a diversidade dos anfibios. Fale sobre ciclo de vida, dependencia de umidade, vocalizacao, defesa e exemplos de especies."
"20101","8","Ambystomatidae","Guia de Ambystomatidae","Video ou imagem","Ambystomatidae ajuda a mostrar a diversidade dos anfibios. Fale sobre ciclo de vida, dependencia de umidade, vocalizacao, defesa e exemplos de especies."
"20102","8","Cryptobranchidae","Guia de Cryptobranchidae","Video ou imagem","Cryptobranchidae ajuda a mostrar a diversidade dos anfibios. Fale sobre ciclo de vida, dependencia de umidade, vocalizacao, defesa e exemplos de especies."
"20103","8","Sirenidae","Guia de Sirenidae","Video ou imagem","Sirenidae ajuda a mostrar a diversidade dos anfibios. Fale sobre ciclo de vida, dependencia de umidade, vocalizacao, defesa e exemplos de especies."
"20104","8","Proteidae","Guia de Proteidae","Video ou imagem","Proteidae ajuda a mostrar a diversidade dos anfibios. Fale sobre ciclo de vida, dependencia de umidade, vocalizacao, defesa e exemplos de especies."
"20105","8","Caeciliidae","Guia de Caeciliidae","Video ou imagem","Caeciliidae ajuda a mostrar a diversidade dos anfibios. Fale sobre ciclo de vida, dependencia de umidade, vocalizacao, defesa e exemplos de especies."
"20106","8","Typhlonectidae","Guia de Typhlonectidae","Video ou imagem","Typhlonectidae ajuda a mostrar a diversidade dos anfibios. Fale sobre ciclo de vida, dependencia de umidade, vocalizacao, defesa e exemplos de especies."
"20107","8","Siphonopidae","Guia de Siphonopidae","Video ou imagem","Siphonopidae ajuda a mostrar a diversidade dos anfibios. Fale sobre ciclo de vida, dependencia de umidade, vocalizacao, defesa e exemplos de especies."
"20108","8","Dermophiidae","Guia de Dermophiidae","Video ou imagem","Dermophiidae ajuda a mostrar a diversidade dos anfibios. Fale sobre ciclo de vida, dependencia de umidade, vocalizacao, defesa e exemplos de especies."
"20109","8","Ichthyophiidae","Guia de Ichthyophiidae","Video ou imagem","Ichthyophiidae ajuda a mostrar a diversidade dos anfibios. Fale sobre ciclo de vida, dependencia de umidade, vocalizacao, defesa e exemplos de especies."
"20116","8","Viperidae","Guia de Viperidae","Video ou imagem","Viperidae deve destacar adaptacoes dos repteis, como escamas, reproducao, locomocao, dieta e relacao com ambientes terrestres ou aquaticos."
"20117","8","Boidae","Guia de Boidae","Video ou imagem","Boidae deve destacar adaptacoes dos repteis, como escamas, reproducao, locomocao, dieta e relacao com ambientes terrestres ou aquaticos."
"20118","8","Elapidae","Guia de Elapidae","Video ou imagem","Elapidae deve destacar adaptacoes dos repteis, como escamas, reproducao, locomocao, dieta e relacao com ambientes terrestres ou aquaticos."
"20119","8","Alligatoridae","Guia de Alligatoridae","Video ou imagem","Alligatoridae deve destacar adaptacoes dos repteis, como escamas, reproducao, locomocao, dieta e relacao com ambientes terrestres ou aquaticos."
"20120","8","Testudinidae","Guia de Testudinidae","Video ou imagem","Testudinidae deve destacar adaptacoes dos repteis, como escamas, reproducao, locomocao, dieta e relacao com ambientes terrestres ou aquaticos."
"20121","8","Cheloniidae","Guia de Cheloniidae","Video ou imagem","Cheloniidae deve destacar adaptacoes dos repteis, como escamas, reproducao, locomocao, dieta e relacao com ambientes terrestres ou aquaticos."
"20122","8","Teiidae","Guia de Teiidae","Video ou imagem","Teiidae deve destacar adaptacoes dos repteis, como escamas, reproducao, locomocao, dieta e relacao com ambientes terrestres ou aquaticos."
"20123","8","Gekkonidae","Guia de Gekkonidae","Video ou imagem","Gekkonidae deve destacar adaptacoes dos repteis, como escamas, reproducao, locomocao, dieta e relacao com ambientes terrestres ou aquaticos."
"20124","8","Iguanidae","Guia de Iguanidae","Video ou imagem","Iguanidae deve destacar adaptacoes dos repteis, como escamas, reproducao, locomocao, dieta e relacao com ambientes terrestres ou aquaticos."
"20125","8","Chamaeleonidae","Guia de Chamaeleonidae","Video ou imagem","Chamaeleonidae deve destacar adaptacoes dos repteis, como escamas, reproducao, locomocao, dieta e relacao com ambientes terrestres ou aquaticos."
"20126","8","Varanidae","Guia de Varanidae","Video ou imagem","Varanidae deve destacar adaptacoes dos repteis, como escamas, reproducao, locomocao, dieta e relacao com ambientes terrestres ou aquaticos."
"20127","8","Podocnemididae","Guia de Podocnemididae","Video ou imagem","Podocnemididae deve destacar adaptacoes dos repteis, como escamas, reproducao, locomocao, dieta e relacao com ambientes terrestres ou aquaticos."
"20128","8","Chelidae","Guia de Chelidae","Video ou imagem","Chelidae deve destacar adaptacoes dos repteis, como escamas, reproducao, locomocao, dieta e relacao com ambientes terrestres ou aquaticos."
"20129","8","Emydidae","Guia de Emydidae","Video ou imagem","Emydidae deve destacar adaptacoes dos repteis, como escamas, reproducao, locomocao, dieta e relacao com ambientes terrestres ou aquaticos."
"20130","8","Crocodylidae","Guia de Crocodylidae","Video ou imagem","Crocodylidae deve destacar adaptacoes dos repteis, como escamas, reproducao, locomocao, dieta e relacao com ambientes terrestres ou aquaticos."
"20131","8","Gavialidae","Guia de Gavialidae","Video ou imagem","Gavialidae deve destacar adaptacoes dos repteis, como escamas, reproducao, locomocao, dieta e relacao com ambientes terrestres ou aquaticos."
"20137","8","Rheidae","Guia de Rheidae","Video ou imagem","Rheidae pode explorar bicos, penas, voo, alimentacao, comportamento e exemplos de aves brasileiras ou facilmente reconhecidas."
"20138","8","Tinamidae","Guia de Tinamidae","Video ou imagem","Tinamidae pode explorar bicos, penas, voo, alimentacao, comportamento e exemplos de aves brasileiras ou facilmente reconhecidas."
"20139","8","Psittacidae","Guia de Psittacidae","Video ou imagem","Psittacidae pode explorar bicos, penas, voo, alimentacao, comportamento e exemplos de aves brasileiras ou facilmente reconhecidas."
"20140","8","Ramphastidae","Guia de Ramphastidae","Video ou imagem","Ramphastidae pode explorar bicos, penas, voo, alimentacao, comportamento e exemplos de aves brasileiras ou facilmente reconhecidas."
"20141","8","Trochilidae","Guia de Trochilidae","Video ou imagem","Trochilidae pode explorar bicos, penas, voo, alimentacao, comportamento e exemplos de aves brasileiras ou facilmente reconhecidas."
"20142","8","Accipitridae","Guia de Accipitridae","Video ou imagem","Accipitridae pode explorar bicos, penas, voo, alimentacao, comportamento e exemplos de aves brasileiras ou facilmente reconhecidas."
"20143","8","Spheniscidae","Guia de Spheniscidae","Video ou imagem","Spheniscidae pode explorar bicos, penas, voo, alimentacao, comportamento e exemplos de aves brasileiras ou facilmente reconhecidas."
"20144","8","Thraupidae","Guia de Thraupidae","Video ou imagem","Thraupidae pode explorar bicos, penas, voo, alimentacao, comportamento e exemplos de aves brasileiras ou facilmente reconhecidas."
"20150","8","Primates","Guia de Primates","Video ou imagem","Primates introduz um ramo dos mamiferos. Aborde pelos, reproducao, alimentacao, comportamento social, habitat e especies representativas."
"20151","8","Carnivora","Guia de Carnivora","Video ou imagem","Carnivora introduz um ramo dos mamiferos. Aborde pelos, reproducao, alimentacao, comportamento social, habitat e especies representativas."
"20152","8","Cetartiodactyla","Guia de Cetartiodactyla","Video ou imagem","Cetartiodactyla introduz um ramo dos mamiferos. Aborde pelos, reproducao, alimentacao, comportamento social, habitat e especies representativas."
"20153","8","Chiroptera","Guia de Chiroptera","Video ou imagem","Chiroptera introduz um ramo dos mamiferos. Aborde pelos, reproducao, alimentacao, comportamento social, habitat e especies representativas."
"20154","8","Rodentia","Guia de Rodentia","Video ou imagem","Rodentia introduz um ramo dos mamiferos. Aborde pelos, reproducao, alimentacao, comportamento social, habitat e especies representativas."
"20160","8","Tapiridae","Guia de Tapiridae","Video ou imagem","Tapiridae introduz um ramo dos mamiferos. Aborde pelos, reproducao, alimentacao, comportamento social, habitat e especies representativas."
"20161","8","Myrmecophagidae","Guia de Myrmecophagidae","Video ou imagem","Myrmecophagidae introduz um ramo dos mamiferos. Aborde pelos, reproducao, alimentacao, comportamento social, habitat e especies representativas."
"20162","8","Didelphidae","Guia de Didelphidae","Video ou imagem","Didelphidae introduz um ramo dos mamiferos. Aborde pelos, reproducao, alimentacao, comportamento social, habitat e especies representativas."
"20063","9","Characidae","Guia de Characidae","Conteudo detalhado","Characidae pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20064","9","Bryconidae","Guia de Bryconidae","Conteudo detalhado","Bryconidae pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20065","9","Anostomidae","Guia de Anostomidae","Conteudo detalhado","Anostomidae pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20066","9","Serrasalmidae","Guia de Serrasalmidae","Conteudo detalhado","Serrasalmidae pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20067","9","Pimelodidae","Guia de Pimelodidae","Conteudo detalhado","Pimelodidae pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20068","9","Loricariidae","Guia de Loricariidae","Conteudo detalhado","Loricariidae pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20069","9","Callichthyidae","Guia de Callichthyidae","Conteudo detalhado","Callichthyidae pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20070","9","Doradidae","Guia de Doradidae","Conteudo detalhado","Doradidae pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20071","9","Cichlidae","Guia de Cichlidae","Conteudo detalhado","Cichlidae pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20072","9","Sciaenidae","Guia de Sciaenidae","Conteudo detalhado","Sciaenidae pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20073","9","Scombridae","Guia de Scombridae","Conteudo detalhado","Scombridae pode ser apresentado como parte da diversidade dos peixes osseos. Inclua caracteristicas, especies comuns, ambiente e importancia para ecossistemas aquaticos."
"20074","9","Lamnidae","Guia de Lamnidae","Conteudo detalhado","Lamnidae apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20075","9","Carcharhinidae","Guia de Carcharhinidae","Conteudo detalhado","Carcharhinidae apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20076","9","Sphyrnidae","Guia de Sphyrnidae","Conteudo detalhado","Sphyrnidae apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20077","9","Potamotrygonidae","Guia de Potamotrygonidae","Conteudo detalhado","Potamotrygonidae apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20078","9","Myliobatidae","Guia de Myliobatidae","Conteudo detalhado","Myliobatidae apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20079","9","Dasyatidae","Guia de Dasyatidae","Conteudo detalhado","Dasyatidae apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20080","9","Gymnuridae","Guia de Gymnuridae","Conteudo detalhado","Gymnuridae apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20081","9","Rajidae","Guia de Rajidae","Conteudo detalhado","Rajidae apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20082","9","Arhynchobatidae","Guia de Arhynchobatidae","Conteudo detalhado","Arhynchobatidae apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20083","9","Pristidae","Guia de Pristidae","Conteudo detalhado","Pristidae apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20084","9","Rhinobatidae","Guia de Rhinobatidae","Conteudo detalhado","Rhinobatidae apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20085","9","Torpedinidae","Guia de Torpedinidae","Conteudo detalhado","Torpedinidae apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20086","9","Narcinidae","Guia de Narcinidae","Conteudo detalhado","Narcinidae apresenta um grupo de peixes cartilaginosos ou seus parentes proximos. Explique forma do corpo, habitat, alimentacao e exemplos conhecidos."
"20155","9","Felidae","Guia de Felidae","Conteudo detalhado","Felidae introduz um ramo dos mamiferos. Aborde pelos, reproducao, alimentacao, comportamento social, habitat e especies representativas."
"20156","9","Canidae","Guia de Canidae","Conteudo detalhado","Canidae introduz um ramo dos mamiferos. Aborde pelos, reproducao, alimentacao, comportamento social, habitat e especies representativas."
"20157","9","Cebidae","Guia de Cebidae","Conteudo detalhado","Cebidae introduz um ramo dos mamiferos. Aborde pelos, reproducao, alimentacao, comportamento social, habitat e especies representativas."
"20158","9","Delphinidae","Guia de Delphinidae","Conteudo detalhado","Delphinidae introduz um ramo dos mamiferos. Aborde pelos, reproducao, alimentacao, comportamento social, habitat e especies representativas."
"20159","9","Caviidae","Guia de Caviidae","Conteudo detalhado","Caviidae introduz um ramo dos mamiferos. Aborde pelos, reproducao, alimentacao, comportamento social, habitat e especies representativas."
